,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
86,Hermanus,48,ZA,1512355112,91,-34.42,19.23,52.51,3.49
87,Longyan,20,CN,1512355539,76,25.11,117.02,60.7,2.59
88,Goderich,8,CA,1512355540,76,43.75,-81.72,31.22,5.17
89,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
90,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
91,Port Lincoln,44,AU,1512355300,93,-34.73,135.87,62.81,9.19
92,Traverse City,20,US,1512353760,86,44.76,-85.62,44.6,13.89
93,Byron Bay,75,AU,1512352800,83,-28.65,153.62,75.2,6.93
94,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
95,Jijiga,0,ET,1512355542,94,9.35,42.8,35.77,4.94
96,Haines Junction,88,CA,1512355134,79,60.75,-137.51,6.02,2.26
97,Caravelas,32,BR,1512355543,100,-17.71,-39.25,79.15,20.6
98,Aviles,92,ES,1512354600,87,43.55,-5.92,44.6,3.36
99,Monrovia,0,LR,1512355544,96,6.3,-10.8,83.78,11.77
100,Saqqez,0,IR,1512355545,66,36.25,46.27,15.34,3.49
101,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
102,Khatanga,0,RU,1512355526,26,71.97,102.5,-18.15,9.98
103,Dutse,0,NG,1512355546,42,11.76,9.34,58.31,6.85
104,College,90,US,1512352680,85,64.86,-147.8,17.6,8.41
105,Deputatskiy,48,RU,1512355547,66,69.3,139.9,-15.72,2.93
106,Chokurdakh,64,RU,1512355547,74,70.63,147.92,6.02,14.23
107,Trinidad,0,CU,1512352740,94,21.8,-79.98,68.0,8.05
108,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
109,Clifton,1,US,1512354300,80,40.86,-74.16,46.4,2.37
110,Lebu,24,CL,1512355549,98,-37.62,-73.65,54.44,11.77
111,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
112,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
113,Igarka,80,RU,1512355550,87,67.47,86.58,11.78,10.2
114,Sayyan,24,YE,1512355551,76,15.17,44.32,31.58,2.71
115,Dingle,24,PH,1512355552,68,11.0,122.67,86.17,11.1
116,Mazamari,44,PE,1512355552,94,-11.33,-74.53,64.79,1.36
117,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
118,Khatanga,0,RU,1512355526,26,71.97,102.5,-18.15,9.98
119,Keetmanshoop,0,NA,1512355553,26,-26.58,18.13,53.41,3.49
120,Luderitz,0,NA,1512352800,76,-26.65,15.16,57.2,6.93
121,Tuktoyaktuk,20,CA,1512352800,84,69.45,-133.04,-2.21,11.41
122,Merauke,36,ID,1512355555,78,-8.47,140.33,89.32,10.31
123,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
124,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
125,Torbay,90,CA,1512352800,100,47.67,-52.73,32.0,12.75
126,Puerto Ayora,100,EC,1512355063,98,-0.74,-90.35,70.19,9.42
127,Arraial do Cabo,90,BR,1512352800,94,-22.97,-42.03,73.4,8.05
128,Santo Antonio do Ica,24,BR,1512355556,89,-3.1,-67.94,78.29,3.6
129,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
130,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
131,Hasaki,75,JP,1512352800,62,35.73,140.83,55.4,9.17
132,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
133,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
134,Mitu,20,CO,1512355298,90,1.2,-70.17,77.35,2.71
135,Katsuura,75,JP,1512352800,50,35.13,140.3,53.6,4.7
136,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
137,Inuvik,20,CA,1512352800,77,68.35,-133.72,-2.21,6.93
138,Zapolyarnyy,0,RU,1512354000,86,69.42,30.81,28.4,16.11
139,Yining,0,CN,1512355561,88,29.04,114.56,51.29,3.6
140,Banos,20,EC,1512352800,87,-1.4,-78.42,55.4,2.24
141,Tiksi,48,RU,1512355124,30,71.69,128.87,-20.8,2.71
142,Port Alfred,24,ZA,1512355131,100,-33.59,26.89,62.09,3.27
143,Kaseda,75,JP,1512352800,81,31.42,130.32,51.8,11.41
144,Saldanha,0,ZA,1512352800,81,-33.01,17.94,53.6,6.93
145,Taksimo,44,RU,1512355566,60,56.34,114.88,-15.04,2.15
146,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
147,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
148,Dikson,12,RU,1512355068,93,73.51,80.55,7.24,17.69
149,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
150,Tuatapere,92,NZ,1512355076,75,-46.13,167.68,65.65,14.79
151,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
152,Mount Gambier,76,AU,1512355349,77,-37.83,140.77,60.56,6.17
153,Gamba,92,GA,1512355418,99,-2.65,10.0,75.37,3.6
154,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
155,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
156,Hithadhoo,80,MV,1512355088,100,-0.6,73.08,80.05,11.65
157,Asau,90,RO,1512354600,100,46.43,26.4,33.8,2.59
158,Kavieng,68,PG,1512355081,100,-2.57,150.8,84.77,16.46
159,Monroe,1,US,1512353700,63,32.51,-92.12,62.6,4.7
160,Sitka,90,US,1512354660,81,57.05,-135.33,44.6,11.41
161,Gamba,92,GA,1512355418,99,-2.65,10.0,75.37,3.6
162,Qaanaaq,76,GL,1512355120,87,77.48,-69.36,14.57,3.71
163,Port Elizabeth,0,ZA,1512352800,93,-33.92,25.57,55.4,5.82
164,Thompson,90,CA,1512352800,85,55.74,-97.86,21.2,2.71
165,Chuy,76,UY,1512355574,93,-33.7,-53.46,63.94,15.46
166,Hobart,75,AU,1512351000,51,-42.88,147.33,59.0,18.34
167,Geraldton,75,AU,1512352800,69,-28.77,114.6,78.8,12.75
168,Sistranda,40,NO,1512352200,100,63.73,8.83,39.2,18.34
169,Maceio,40,BR,1512352800,88,-9.67,-35.74,75.2,3.36
170,Bluff,88,NZ,1512355105,76,-46.6,168.33,68.71,15.01
171,Nago,90,JP,1512353760,77,26.59,127.98,71.6,13.87
172,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
173,Port Elizabeth,0,ZA,1512352800,93,-33.92,25.57,55.4,5.82
174,Inhambane,32,MZ,1512355577,99,-23.86,35.38,75.23,9.86
175,Clyde River,20,CA,1512352800,83,70.47,-68.59,-11.21,2.24
176,Saskylakh,12,RU,1512355062,38,71.92,114.08,-25.12,7.4
177,Qaanaaq,76,GL,1512355120,87,77.48,-69.36,14.57,3.71
178,Buraydah,0,SA,1512355579,65,26.33,43.98,36.4,2.15
179,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
180,Yulara,0,AU,1512352800,22,-25.24,130.99,77.0,13.87
181,Raisinghnagar,0,IN,1512355580,79,29.54,73.45,51.92,3.15
182,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
183,Saldanha,0,ZA,1512352800,81,-33.01,17.94,53.6,6.93
184,Half Moon Bay,1,US,1512352560,54,37.46,-122.43,55.4,9.17
185,Jeremie,24,HT,1512355581,97,18.65,-74.12,78.92,13.67
186,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
187,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
188,Castro,36,BR,1512355069,98,-24.79,-50.01,60.83,4.05
189,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
190,Thompson,90,CA,1512352800,85,55.74,-97.86,21.2,2.71
191,Poum,36,NC,1512355583,100,-20.23,164.02,78.25,8.52
192,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
193,Wamba,0,NG,1512355584,62,8.93,8.6,63.4,3.6
194,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
195,Adrar,20,DZ,1512352800,33,27.87,-0.29,46.4,16.11
196,Korsakov,75,RU,1512352800,73,46.63,142.78,19.4,8.95
197,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
198,Katsuura,75,JP,1512352800,50,35.13,140.3,53.6,4.7
199,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
200,Ellensburg,1,US,1512354420,69,47.0,-120.55,42.8,16.11
201,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
202,Sao Filipe,0,CV,1512355140,97,14.9,-24.5,76.94,16.58
203,Faanui,0,PF,1512355127,98,-16.48,-151.75,82.84,10.31
204,Dogondoutchi,56,NE,1512355587,61,13.64,4.03,62.86,3.6
205,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
206,Leshukonskoye,92,RU,1512355588,77,64.9,45.76,31.09,8.86
207,Dhidhdhoo,0,MV,1512355589,100,6.88,73.1,82.66,10.09
208,Kaya,0,BF,1512355589,56,13.09,-1.08,57.01,2.71
209,Coquimbo,0,CL,1512352800,82,-29.95,-71.34,57.2,2.24
210,Bundibugyo,8,UG,1512355590,83,0.74,30.04,58.49,2.15
211,Bluff,88,NZ,1512355105,76,-46.6,168.33,68.71,15.01
212,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
213,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
214,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
215,Khovu-Aksy,20,RU,1512355592,76,51.13,93.6,-0.46,3.6
216,Clyde River,20,CA,1512352800,83,70.47,-68.59,-11.21,2.24
217,Kahului,40,US,1512352560,61,20.89,-156.47,77.0,23.04
218,Panlaitan,0,PH,1512355593,89,12.12,119.85,85.9,7.74
219,Vostok,44,RU,1512355594,58,46.49,135.88,1.12,3.38
220,Saint George,1,US,1512352560,19,37.1,-113.58,59.0,21.92
221,Puerto Ayora,100,EC,1512355063,98,-0.74,-90.35,70.19,9.42
222,Bredasdorp,12,ZA,1512352800,77,-34.53,20.04,59.0,2.24
223,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
224,Burgeo,0,CA,1512355595,100,47.62,-57.62,34.42,17.69
225,Avarua,75,CK,1512352800,83,-21.21,-159.78,80.6,10.29
226,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
227,Dikson,12,RU,1512355068,93,73.51,80.55,7.24,17.69
228,Saldanha,0,ZA,1512352800,81,-33.01,17.94,53.6,6.93
229,Upernavik,44,GL,1512355066,100,72.79,-56.15,22.94,10.65
230,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
231,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
232,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
233,Port Elizabeth,0,ZA,1512352800,93,-33.92,25.57,55.4,5.82
234,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
235,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
236,Port Alfred,24,ZA,1512355131,100,-33.59,26.89,62.09,3.27
237,Evensk,88,RU,1512355599,100,61.95,159.23,23.03,11.21
238,Saint-Pierre,0,RE,1512352800,78,-21.34,55.48,78.8,6.93
239,Ribeira Grande,56,PT,1512355125,94,38.52,-28.7,67.36,16.69
240,Flinders,90,AU,1512352800,77,-34.58,150.86,60.8,13.87
241,Ribeira Grande,56,PT,1512355125,94,38.52,-28.7,67.36,16.69
242,Namibe,0,AO,1512355601,100,-15.2,12.15,68.48,6.62
243,Katsuura,75,JP,1512352800,50,35.13,140.3,53.6,4.7
244,Saint George,1,US,1512352560,19,37.1,-113.58,59.0,21.92
245,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
246,Mogadishu,0,SO,1512355443,97,2.04,45.34,81.17,17.02
247,Clinton,1,US,1512353820,89,42.59,-82.92,42.8,4.05
248,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
249,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
250,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
251,Tuktoyaktuk,20,CA,1512352800,84,69.45,-133.04,-2.21,11.41
252,Barrow,90,US,1512352380,84,71.29,-156.79,5.0,25.28
253,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
254,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
255,Puerto Ayora,100,EC,1512355063,98,-0.74,-90.35,70.19,9.42
256,Kavieng,68,PG,1512355081,100,-2.57,150.8,84.77,16.46
257,Pustoshka,80,RU,1512355605,93,56.34,29.37,23.44,11.43
258,Bambous Virieux,75,MU,1512352800,78,-20.34,57.76,78.8,8.05
259,Leningradskiy,80,RU,1512355607,93,69.38,178.42,24.7,13.22
260,Khatanga,0,RU,1512355526,26,71.97,102.5,-18.15,9.98
261,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
262,Qaanaaq,76,GL,1512355120,87,77.48,-69.36,14.57,3.71
263,Mackay,88,AU,1512352800,66,-21.15,149.2,86.0,5.82
264,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
265,Castro,36,BR,1512355069,98,-24.79,-50.01,60.83,4.05
266,Aki,75,JP,1512352800,81,33.5,133.9,48.2,12.75
267,Cherskiy,80,RU,1512355325,74,68.75,161.3,18.62,9.98
268,New Norfolk,75,AU,1512352800,41,-42.78,147.06,60.8,17.22
269,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
270,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
271,Dvorichna,64,UA,1512355610,92,49.85,37.69,37.97,10.09
272,Kodinsk,68,RU,1512355611,71,58.69,99.18,10.66,7.96
273,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
274,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
275,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
276,Vila Franca do Campo,40,PT,1512354600,82,37.72,-25.43,66.2,10.29
277,Mount Gambier,76,AU,1512355349,77,-37.83,140.77,60.56,6.17
278,Juazeiro,0,BR,1512352800,44,-9.41,-40.5,78.8,2.24
279,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
280,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
281,Hofn,88,IS,1512355614,100,64.25,-15.21,35.14,5.28
282,Korla,56,CN,1512355388,76,41.76,86.15,22.0,1.14
283,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
284,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
285,Hermanus,48,ZA,1512355112,91,-34.42,19.23,52.51,3.49
286,Lubbock,75,US,1512353700,55,33.58,-101.86,62.6,16.11
287,Gweta,48,BW,1512355616,46,-20.18,25.23,77.93,4.72
288,Bintulu,90,MY,1512352800,94,3.17,113.03,77.0,5.82
289,Codrington,12,AU,1512355617,93,-38.27,141.97,60.16,13.11
290,Yellowknife,90,CA,1512352800,75,62.46,-114.35,-13.01,2.24
291,Kalengwa,56,ZM,1512355618,94,-13.47,25.0,66.37,3.6
292,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
293,Upernavik,44,GL,1512355066,100,72.79,-56.15,22.94,10.65
294,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
295,Torbay,90,CA,1512352800,100,47.67,-52.73,32.0,12.75
296,Half Moon Bay,1,US,1512352560,54,37.46,-122.43,55.4,9.17
297,Bonavista,88,CA,1512355619,100,48.65,-53.11,35.36,16.46
298,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
299,Cardston,75,CA,1512352800,73,49.2,-113.3,24.8,11.41
300,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
301,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
302,Leninskoye,0,RU,1512355621,56,47.94,132.62,-5.55,6.17
303,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
304,Port Alfred,24,ZA,1512355131,100,-33.59,26.89,62.09,3.27
305,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
306,Louis Trichardt,12,ZA,1512355622,40,-23.04,29.9,70.06,6.06
307,Kajiado,75,KE,1512354600,87,-1.85,36.78,60.8,6.93
308,Lodja,88,CD,1512355624,98,-3.48,23.43,69.29,2.26
309,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
310,Padang,32,ID,1512355625,100,-0.95,100.35,77.89,6.85
311,Pisco,0,PE,1512352800,82,-13.7,-76.22,66.2,12.75
312,Cape Town,0,ZA,1512352800,72,-33.93,18.42,60.8,12.75
313,Monte Patria,0,CL,1512355626,81,-30.69,-70.95,47.02,2.04
314,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
315,Sao Filipe,0,CV,1512355140,97,14.9,-24.5,76.94,16.58
316,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
317,Georgetown,56,GY,1512352800,88,6.8,-58.16,78.8,6.93
318,Balad,0,IQ,1512355627,80,34.02,44.15,38.87,2.71
319,Sinyavskoye,40,RU,1512352800,93,47.28,39.28,39.2,11.18
320,Qaanaaq,76,GL,1512355120,87,77.48,-69.36,14.57,3.71
321,Ponta do Sol,75,PT,1512352800,67,32.67,-17.1,62.6,6.93
322,Azare,0,NG,1512355629,50,11.68,10.19,57.86,4.94
323,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
324,Nioki,48,CD,1512355630,97,-2.72,17.68,73.34,1.81
325,Severo-Kurilsk,56,RU,1512355039,100,50.68,156.12,25.46,15.01
326,East London,80,ZA,1512355078,100,-33.02,27.91,67.13,2.71
327,Hirara,75,JP,1512352800,73,24.8,125.28,73.4,16.11
328,Cabedelo,20,BR,1512352800,83,-6.98,-34.83,78.8,5.82
329,Mounana,76,GA,1512355632,95,-1.41,13.16,72.49,2.48
330,Carnarvon,92,AU,1512355091,67,-24.87,113.63,82.88,8.75
331,Qasigiannguit,56,GL,1512352200,62,68.82,-51.19,21.2,6.93
332,Bonavista,88,CA,1512355619,100,48.65,-53.11,35.36,16.46
333,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
334,Port Alfred,24,ZA,1512355131,100,-33.59,26.89,62.09,3.27
335,Eirunepe,12,BR,1512355635,91,-6.66,-69.87,78.34,1.7
336,Pithora,0,IN,1512355635,67,21.27,82.52,65.92,4.16
337,Chuy,76,UY,1512355574,93,-33.7,-53.46,63.94,15.46
338,Tuktoyaktuk,20,CA,1512352800,84,69.45,-133.04,-2.21,11.41
339,Punta Arenas,0,CL,1512352800,66,-53.15,-70.92,55.4,16.11
340,Vammala,75,FI,1512354000,96,61.33,22.9,33.8,4.7
341,Jamestown,1,US,1512352560,74,42.1,-79.24,37.4,4.7
342,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
343,Victoria,75,CA,1512353700,80,48.43,-123.37,41.0,3.36
344,Busselton,48,AU,1512355106,94,-33.65,115.33,69.83,4.61
345,Tasiilaq,0,GL,1512355548,100,65.61,-37.64,17.77,5.95
346,Albany,40,US,1512352440,92,42.65,-73.76,35.6,2.37
347,Kapaa,40,US,1512352560,69,22.08,-159.32,78.8,14.99
348,Yulara,0,AU,1512352800,22,-25.24,130.99,77.0,13.87
349,Mar del Plata,75,AR,1512352800,87,-38.0,-57.56,55.4,12.75
350,Dickinson,90,US,1512354660,100,29.46,-95.05,69.8,8.05
351,Mar del Plata,75,AR,1512352800,87,-38.0,-57.56,55.4,12.75
352,Chandler,75,US,1512352680,35,33.31,-111.84,73.4,2.04
353,Brewster,75,US,1512354120,70,41.4,-73.62,42.8,4.7
354,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
355,Atuona,0,PF,1512355071,98,-9.8,-139.03,81.44,17.81
356,San Andres del Rabanedo,0,ES,1512355641,75,42.61,-5.62,17.99,4.72
357,Alofi,24,NU,1512352800,83,-19.06,-169.92,84.2,11.41
358,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
359,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
360,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
361,Butaritari,56,KI,1512355108,98,3.07,172.79,84.55,17.36
362,Bluff,88,NZ,1512355105,76,-46.6,168.33,68.71,15.01
363,Torbay,90,CA,1512352800,100,47.67,-52.73,32.0,12.75
364,Hilo,75,US,1512352560,60,19.73,-155.09,75.2,5.82
365,Narsaq,0,GL,1512352200,86,60.92,-46.05,28.4,4.7
366,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
367,Rikitea,88,PF,1512355067,100,-23.12,-134.97,77.35,11.77
368,Bambous Virieux,75,MU,1512352800,78,-20.34,57.76,78.8,8.05
369,Ushuaia,0,AR,1512352800,58,-54.8,-68.3,55.4,12.33
370,Vaini,75,TO,1512352800,79,-21.2,-175.2,84.2,17.22
371,Longyearbyen,40,SJ,1512352200,80,78.22,15.64,30.2,12.75
